== LOG OPEN SUCCESS, on 10/02/2023 @02:10:32 ==
user function selection: ['2'] 
-450 || 4500.0
-449.95 || 4499.000055555555
-449.9 || 4498.000222222222
-449.84999999999997 || 4497.000499999999
-449.79999999999995 || 4496.000888888888
-449.74999999999994 || 4495.001388888888
-449.69999999999993 || 4494.001999999999
-449.6499999999999 || 4493.002722222221
-449.5999999999999 || 4492.003555555553
-449.5499999999999 || 4491.004499999997
-449.4999999999999 || 4490.005555555553
-449.4499999999999 || 4489.00672222222
-449.39999999999986 || 4488.007999999997
-449.34999999999985 || 4487.009388888886
-449.29999999999984 || 4486.010888888885
-449.24999999999983 || 4485.012499999997
-449.1999999999998 || 4484.014222222218
-449.1499999999998 || 4483.016055555552
-449.0999999999998 || 4482.017999999996
-449.0499999999998 || 4481.020055555551
-448.9999999999998 || 4480.022222222217
-448.94999999999976 || 4479.024499999995
-448.89999999999975 || 4478.026888888884
-448.84999999999974 || 4477.029388888884
-448.7999999999997 || 4476.031999999995
-448.7499999999997 || 4475.034722222216
-448.6999999999997 || 4474.03755555555
-448.6499999999997 || 4473.040499999994
-448.5999999999997 || 4472.043555555549
-448.54999999999967 || 4471.046722222216
-448.49999999999966 || 4470.049999999993
-448.44999999999965 || 4469.053388888881
-448.39999999999964 || 4468.056888888882
-448.3499999999996 || 4467.060499999992
-448.2999999999996 || 4466.064222222215
-448.2499999999996 || 4465.068055555548
-448.1999999999996 || 4464.071999999992
-448.1499999999996 || 4463.076055555547
-448.09999999999957 || 4462.080222222214
-448.04999999999956 || 4461.084499999992
-447.99999999999955 || 4460.088888888879
-447.94999999999953 || 4459.093388888879
-447.8999999999995 || 4458.09799999999
-447.8499999999995 || 4457.102722222213
-447.7999999999995 || 4456.107555555545
-447.7499999999995 || 4455.112499999989
-447.6999999999995 || 4454.117555555546
-447.64999999999947 || 4453.122722222211
-447.59999999999945 || 4452.127999999989
-447.54999999999944 || 4451.133388888878
-447.49999999999943 || 4450.138888888878
-447.4499999999994 || 4449.1444999999885
-447.3999999999994 || 4448.150222222211
-447.3499999999994 || 4447.156055555543
-447.2999999999994 || 4446.1619999999875
-447.2499999999994 || 4445.168055555543
-447.19999999999936 || 4444.17422222221
-447.14999999999935 || 4443.180499999987
-447.09999999999934 || 4442.186888888876
-447.04999999999933 || 4441.193388888875
